City,URL,Title,DatePosted,Price,Email,Phone
louisville,https://louisville.craigslist.org/roo/d/stop-struggling-with-recovery/6730656129.html,Stop struggling with recovery and join us now!,Oct 30
louisville,https://louisville.craigslist.org/roo/d/spacious-private-room-bath/6736199628.html,Spacious private room/bath,Oct 30
louisville,https://louisville.craigslist.org/roo/d/unfurnished-room-with/6736178792.html,Unfurnished room with satellite and high speed internet.,Oct 30
louisville,https://louisville.craigslist.org/roo/d/fully-furnished-room-with/6736177667.html,Fully furnished room with satellite and high speed internet.,Oct 30
louisville,https://louisville.craigslist.org/roo/d/room-available-central/6736141950.html,Room available. Central location.,Oct 30
louisville,https://louisville.craigslist.org/roo/d/600-all-utilities-included/6723206335.html,$600 All utilities included close to IUS and Louisville (Jeffersonvil),Oct 29
louisville,https://louisville.craigslist.org/roo/d/599-professional-high-quality/6723221661.html,$599 Professional High Quality Home/Share (All Utilities and More),Oct 29
louisville,https://louisville.craigslist.org/roo/d/600-professional-high-quality/6721210343.html,$600 Professional High Quality Home/Share (All Utilities and More),Oct 29
louisville,https://louisville.craigslist.org/roo/d/599-professional-high-quality/6723188315.html,$599 Professional High Quality Home/Share (All Utilities Included),Oct 29
louisville,https://louisville.craigslist.org/roo/d/599-close-to-of-and/6730831067.html,$599 close to u of l and downtown(all utilities included),Oct 29
louisville,https://louisville.craigslist.org/roo/d/599-room-for-rent-close-to/6731016188.html,$599 Room For Rent close to Ivy tech & IUS (all utilities included),Oct 29
louisville,https://louisville.craigslist.org/roo/d/home-sweet-home-house/6735953941.html,HOME SWEET HOME HOUSE CLEANING !,Oct 29
louisville,https://louisville.craigslist.org/roo/d/barefoot-manor-houseshare-in/6730318965.html,BAREFOOT MANOR -- HOUSESHARE IN GREEN OASIS,Oct 29
louisville,https://louisville.craigslist.org/roo/d/inner-city-camping/6735863586.html,Inner city camping,Oct 29
louisville,https://louisville.craigslist.org/roo/d/dont-be-afraid-transition-to/6735850564.html,Don't be afraid! Transition to sobriety now,Oct 29
louisville,https://louisville.craigslist.org/roo/d/roommate-needed-in-large/6730019397.html,Roommate Needed in large st.matthew house,Oct 29
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-in-lyndon/6728806115.html,Room for Rent in Lyndon,Oct 29
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-la-grange/6735368651.html,Room For Rent La Grange,Oct 29
louisville,https://louisville.craigslist.org/roo/d/asking-low-monthly-rent/6735331117.html,Asking low monthly rent - Furnished bedroom ready for rent!,Oct 29
louisville,https://louisville.craigslist.org/roo/d/room-for-dayshift-person/6735371955.html,Room for dayshift person,Oct 29
louisville,https://louisville.craigslist.org/roo/d/150-wk-furnished-room/6731482587.html,"$150/wk furnished room, includes util+wifi (Old",Oct 29
louisville,https://louisville.craigslist.org/roo/d/lease-takeover-at-the/6723025533.html,Lease Takeover at The Clubhouse Apartments,Oct 29
louisville,https://louisville.craigslist.org/roo/d/room-for-rent/6735329914.html,Room for rent,Oct 29
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-great-location/6735234105.html,"Room for Rent, great location, Old Louisville",Oct 29
louisville,https://louisville.craigslist.org/roo/d/germantown-mill-lofts-looking/6715234100.html,Germantown Mill Lofts - Looking for Roommate,Oct 28
louisville,https://louisville.craigslist.org/roo/d/looking-for-gay-male-roomate/6735107258.html,looking for gay male roomate,Oct 28
louisville,https://louisville.craigslist.org/roo/d/looking-for-female-roommate-3/6735008925.html,"Looking for female roommate - 3 Bed, 2 Bath Highlands apartment ($600)",Oct 28
louisville,https://louisville.craigslist.org/roo/d/small-affordable-room-for/6710272866.html,SMALL AFFORDABLE ROOM FOR RENT ($175 PER WEEK),Oct 28
louisville,https://louisville.craigslist.org/roo/d/st-matthews-half-of-house/6734966641.html,St Matthews - Half of House!,Oct 28
louisville,https://louisville.craigslist.org/roo/d/providing-shelter-for/6734816609.html,Providing shelter for Homeless Women,Oct 28
louisville,https://louisville.craigslist.org/roo/d/amazing-room-in-etown/6734740165.html,Amazing room in etown,Oct 28
louisville,https://louisville.craigslist.org/roo/d/nice-rooms-for-rent-west-end/6734685604.html,Nice Rooms for Rent/ West End,Oct 28
louisville,https://louisville.craigslist.org/roo/d/160-month-rent/6734617208.html,$160/month rent,Oct 28
louisville,https://louisville.craigslist.org/roo/d/lovely-apt-in-great-area/6734588319.html,Lovely apt in great Area!,Oct 28
louisville,https://louisville.craigslist.org/roo/d/150-room-for-rent-1814-date-st/6730273764.html,$150- Room for rent 1814 DATE ST,Oct 27
louisville,https://louisville.craigslist.org/roo/d/looking-for-low-cost-housing/6734420369.html,Looking for a low cost housing in this town? Contact me!,Oct 27
louisville,https://louisville.craigslist.org/roo/d/12x12-rooms-furnished/6734376672.html,12X12 ROOMS FURNISHED,Oct 27
louisville,https://louisville.craigslist.org/roo/d/seeking-roommate-for-1800sq/6734361280.html,Seeking Roommate for 1800sq ft Townhouse.,Oct 27
louisville,https://louisville.craigslist.org/roo/d/east-end-4000-sq-ft-estate/6734334785.html,"East End ..4,000 sq ft Estate Home /Furnished Bedroom and Private Bath",Oct 27
louisville,https://louisville.craigslist.org/roo/d/mobile-homes-rent-to-own/6732048429.html,Mobile Homes Rent To Own,Oct 27
louisville,https://louisville.craigslist.org/roo/d/seeking-male-roommate/6733954998.html,Seeking male roommate,Oct 27
louisville,https://louisville.craigslist.org/roo/d/small-room/6733854413.html,Small room,Oct 27
louisville,https://louisville.craigslist.org/roo/d/furnished-room-private-bath/6733828250.html,"Furnished Room, Private Bath, Utilities Paid",Oct 27
louisville,https://louisville.craigslist.org/roo/d/125-wk-furnished-room/6731495179.html,"$125/wk furnished room, includes util+wifi",Oct 27
louisville,https://louisville.craigslist.org/roo/d/roommate-needed-for-great/6723621995.html,Roommate needed for great house,Oct 26
louisville,https://louisville.craigslist.org/roo/d/fully-furnished-luxury-room/6733410775.html,Fully furnished luxury //room// with private entrance,Oct 26
louisville,https://louisville.craigslist.org/roo/d/3-bedrooms-apartment/6733347384.html,3 Bedrooms Apartment. Utilities included.,Oct 26
louisville,https://louisville.craigslist.org/roo/d/roommate-wanted/6733265197.html,Roommate Wanted,Oct 26
louisville,https://louisville.craigslist.org/roo/d/free-rent-in-exchange-for/6730352842.html,FREE RENT IN EXCHANGE FOR LIGHT HOUSE KEEPING,Oct 26
louisville,https://louisville.craigslist.org/roo/d/rooms-for-rent/6730570222.html,Rooms for rent,Oct 26
louisville,https://louisville.craigslist.org/roo/d/free-room/6732913344.html,free room,Oct 26
louisville,https://louisville.craigslist.org/roo/d/seeking-roomate-highlands-20s/6707673391.html,SEEKING ROOMATE HIGHLANDS (20's female),Oct 25
louisville,https://louisville.craigslist.org/roo/d/in-need-of-live-in-aide-care/6732734699.html,In Need Of A Live In Aide Care Giver,Oct 25
louisville,https://louisville.craigslist.org/roo/d/room-for-rent/6732723615.html,Room for rent,Oct 25
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-old-lou/6732661714.html,Room For Rent Old Lou,Oct 25
louisville,https://louisville.craigslist.org/roo/d/room-for-rent-350/6732537398.html,ROOM FOR RENT $350,Oct 25
louisville,https://louisville.craigslist.org/roo/d/roommate-wanted/6723493240.html,Roommate Wanted,Oct 25
louisville,https://louisville.craigslist.org/roo/d/beautiful-furnished-townhome/6732402740.html,"Beautiful, Furnished Townhome",Oct 25
louisville,https://louisville.craigslist.org/roo/d/1-bedroom-available-highlands/6732362346.html,"1 bedroom available.  HIGHLANDS, BARDSTOWN ROAD",Oct 25
louisville,https://louisville.craigslist.org/roo/d/room-for-rent/6732174002.html,Room for Rent,Oct 25
